question,answer
なぜEUの会議で賛否が有効票数に達しないことが多いのですか？,フランスやドイツなどの国が、賛成、反対、棄権と態度を変えるため、決着がつかない状況が続いています。
EUの委員や農相が自国の畜産・飼料業界の早期承認要求があるにも関わらず、賛成票を投じない理由は何ですか？,欧州委員会でのデフォルト承認を見越して、自らの投票で決着するのを避け、EUの手続きを忠実に守る牛歩戦術を採っていると考えられます。
今回のダイズ飼料危機で、特に大きな影響を受けたのはどの業界ですか？,牛肉・牛乳業界ではなく、飼料ダイズの依存度が高い養鶏・養豚業界が大きな影響を受けました。
MIR604がEUで承認された場合、米国からのダイズ輸入はどうなりますか？,MIR604が承認されれば、米国からのダイズ輸入は再開される見込みです。
南米産ダイズの収穫時期はいつ頃で、それが輸入ダイズの北米依存度にどう影響しますか？,来年（2010年）3〜4月から南米産ダイズの収穫が始まり、豊作であれば輸入ダイズの北米依存度が減り、未承認トウモロコシ混入の確率が低くなる可能性があります。
イギリスとオーストリアのMIR604に対する態度の違いは何ですか？,イギリスは賛成の態度を一貫して示していますが、オーストリアは反対の態度を一貫して示しています。
スタック品種とは何ですか？,スタック品種とは、2つ以上のトウモロコシ系統を掛け合わせた品種のことです。
なぜ飼料ダイズから組換えトウモロコシの導入遺伝子を検出するのが容易なのですか？,複数の導入遺伝子を同時に検出できる簡易キットが市販されているため、容易に検出できます。
今回のダイズ中のトウモロコシ微量混入トラブルについて、欧米のメディアは何を指摘していますか？,米国の輸出業界の落ち度よりも、EU側の承認制度の非合理性や政治的側面を指摘しています。
輸出国は輸入国側で安全性未承認の系統について、どのような対応をしていますか？,輸出国は、栽培を控えたり、分別管理を行ったりすることで対応しています。
ダイズ飼料中での未承認トウモロコシの微量混入トラブルが今後も続くと考えられるのはなぜですか？,ダイズの新規系統を承認しても、トウモロコシの問題が解決しなければ、微量混入トラブルは解決しないためです。
船倉や貨車の洗浄などで微量混入ゼロを徹底することが難しいのはなぜですか？,微量混入ゼロを徹底するには多額のコストがかかるため、難しいです。
日本への非組換え食用ダイズの輸出において、分別管理システムはどのような場合に可能ですか？,毎年一定量の貿易量が確保されている場合に、分別管理システムは可能になりますが、多くのコストがかかります。
2007/08年度において、米国産ダイズの主要な輸出先上位4か国を順番に教えてください。,米国産ダイズの輸出先は、中国、メキシコ、日本、EU（27か国）の順です。
なぜ米国のダイズ業界にとって、EUの相対的な重要度は高くないと言えるのですか？,最大の買い手である中国や台湾への輸出が増加しており、EUへの輸出量が日本よりも少ないため、米国のダイズ業界にとってEUの重要度は相対的に低いと言えます。
EUの飼料ダイズ輸入危機は、EUのどのような弱点を露呈しましたか？,EUの飼料ダイズ輸入危機は、米国だけでなく南米のダイズ輸出市場にも、EUが輸入途絶に対して脆弱な体制であるという弱点を露呈しました。
日本は、EUの承認制度や要求基準に対して、どのような体制を準備しておくべきだったと考えられますか？,輸入が途絶えても混乱しないように、他の輸入先を確保するなど、輸入途絶リスクに備えた体制を準備しておくべきだったと考えられます。
分別管理システムを導入する際に考慮すべき点は何ですか？,分別管理システムを導入するには、一定量の貿易量を確保することと、多くのコストがかかることを考慮する必要があります。
一部のマスメディアが「EU並み」を支持する動きがあるのはなぜですか？,テキストからは具体的な理由は不明ですが、食品表示に関する何らかの基準や規制について、EUと同等の水準を求める動きがあることが示唆されています。
EU共同研究センター報告(2009年7月)のタイトルは何ですか？,「世界の新規組換え作物の開発動向、国際貿易における承認制度の不一致の影響」です。
日本で一部が求めている「ＥＵ並み」とは具体的にどのような内容ですか？,「遺伝子組み換えでない」という表示義務の対象範囲を広げたり、「９％）」や「組換え遺伝子を検出できない食用油などにも表示」を求めることです。
筆者が「ＥＵ並み」はあまり良いお手本ではないと考える理由は何ですか？,EUが本気で組換え食品・作物に反対し、それらなしでもやっていける体制を作ろうとしているのか疑問視しているためです。
組換え食品に関する日本の表示義務とEUの表示義務の違いは何ですか？,テキストからは具体的な違いは明確に述べられていませんが、日本の一部はEUと同等の表示義務を求めていることから、現状では差があることが推察されます。
欧州の飼料・穀物業界は、欧州委員会に何を求めていますか？,遺伝子組み換え（GM）大豆の早期承認を求めています。
７系統の導入遺伝子を検出できる簡易キットは、具体的にどのような目的で使用されますか？,遺伝子組み換え作物の有無を迅速に検査するために使用されます。
ドイツにおけるヨーロッパの商業栽培事情はどうなっていますか？,ドイツでは遺伝子組み換え作物の商業栽培が中止されています。
なぜ欧州の飼料・穀物業界は遺伝子組み換え大豆の早期承認を求めていると考えられますか？,テキストからは直接的な理由は不明ですが、飼料や穀物の安定供給に関わる問題が背景にある可能性があります。
スペインにおけるヨーロッパの商業栽培事情はどうなっていますか？,スペインにおけるヨーロッパの商業栽培事情は、テキストでは「現実」と表現されていますが、具体的な内容は不明です。
ミネラルは五大栄養素の中でどのような位置づけですか？,ミネラルは、たんぱく質・炭水化物・脂肪・ビタミンと並ぶ五大栄養素の一つです。
カットされたサラダでミネラルを摂取しにくいのはなぜですか？,ミネラルは水に溶けやすく失われやすい性質があるため、カットされたサラダではミネラルが流れ出てしまい摂取しにくくなります。
ひじきを煮物にした場合、ミネラル摂取の観点から注意すべき点は何ですか？,ひじきの煮汁にミネラルが移行してしまうため、煮汁も一緒に摂取しないとミネラルを十分に摂取できません。
カルシウムとマグネシウムの不足が突然死の危険性を高めるのはなぜですか？,カルシウムとマグネシウムのバランスが崩れると、健康に重大な影響を及ぼし、突然死の危険性が高まる可能性があります。
Twinlab社のマルチミネラル・キャップスは、どのような人に適していますか？,Twinlab社のマルチミネラル・キャップスは、特に胃腸の病気を患っている方や高齢者のように、栄養吸収が難しい方に適しています。
このサプリメントの一錠には、カルシウムが何mg含まれていますか？,1錠あたり250mgのカルシウムが含まれています。
６歳以下の方がこのサプリメントを服用する際に注意すべきことは何ですか？,担当医に相談する必要があります。
このサプリメントには、鉄分と亜鉛はそれぞれ何mg含まれていますか？,鉄分は2.5mg、亜鉛は7.5mg含まれています。
このサプリメントは、どのような場所に保管するのが適切ですか？,子供の手の届かない場所に保管してください。
Photoshop起動時に「Photoshopを初期化できません。初期設定ファイルが無効です（削除されました）。」と表示された場合、最初に試すべき対処法は何ですか？,「Adobe Photoshop 設定ファイルを削除しますか？」というポップアップに対し、「はい（Y）」をクリックします。
Photoshopの初期設定ファイルが無効であるというエラーメッセージが表示された場合、なぜ設定ファイルを削除する必要があるのですか？,初期設定ファイルが破損または削除された場合に、Photoshopが正常に起動するために、新しい設定ファイルを作成する必要があるためです。
Photoshopの設定ファイルを削除する方法と、Photoshop自体を再インストールする方法では、どちらがより手軽な対処法ですか？,通常、設定ファイルを削除する方法の方が、Photoshop全体の再インストールよりも手軽で迅速な対処法です。
Photoshopで同様のエラーが発生した場合、記事に記載されている対処法を試す際に注意すべき点はありますか？,記事の公開日が2012年であるため、ご自身の責任のもと、安全性と有用性を考慮し、最新のPhotoshopバージョンでも有効かどうかを確認してください。
データベースがないと何が困るのでしょうか？,データベースがないと、データの効率的な管理・検索・更新が困難になり、Webアプリケーションなどのシステム運用に支障をきたします。
本書では、データベースを扱う上で必須となる基礎知識として、どのようなものが解説されていますか？,インデックス、テーブル設計、トランザクション、ハードウェアなど、データベースを扱う上で必須となる基礎知識が解説されています。
本書の後半部分では、どのような事例を基にデータベース設計について言及していますか？,Mobageでの事例を基に、大規模システムにおけるデータベースの設計について言及しています。
著者はどのようなポリシーを持って活動していますか？,著者はMySQLコンサルタントとして多くの現場の問題を解決したり、サービス事業者のスタッフとして腰を据えた運用をしたりと、現場主義のポリシーを貫いています。
本書を読むことで、Webエンジニアはどのようなデータベースのノウハウを理解できるようになりますか？,Webエンジニアが今知るべきデータベースのノウハウを理解できるようになります。
地デジIP再送信サービスにおいて、CAS/DRMとして利用されるものは何ですか？,MarlinがCAS/DRMとして利用されます。
地デジIP再送信に対応する受信機を開発するために必要なことは何ですか？,本ホームページで提供される規則・仕様に従ってMarlinを実装し、弊社が提供するMarlin鍵を受信機に搭載する必要があります。
Marlinはどのような企業によって開発が推進されてきましたか？,パナソニック（株）、ソニー（株）、Intertrust、Philips、サムスンの5社によって開発が推進されてきました。
「Marlin鍵」は、地デジIP再送信サービスにおいてどのように活用されますか？,弊社が提供する地デジIP再送信用CAS/DRMサーバとの間でセキュア通信を行うために利用されます。
Marlinの技術仕様である「MarlinIPTV-ES」は、どのようなサービスに対応していますか？,IP放送、VOD、地デジIP再送信、ダウンロードの各サービスに対応しています。
地デジIP再送信用Marlin鍵の提供を受けるために、受信機メーカは誰とClientAgreementを締結する必要がありますか？,MTMOとの間でClientAgreementを締結する必要があります。
地デジIP再送信用Marlin鍵の提供を受けるために、受信機メーカはMTMOとのClientAgreement締結後、次に何を締結する必要がありますか？,弊社との間で、本ホームページで提供する「地上デジタルテレビジョン放送IP再送信用Marlinデバイス鍵支給取扱契約書」を締結する必要があります。
地デジIP再送信用Marlin鍵の提供を受ける際、鍵発注はどのように行いますか？,専用のオーダフォームを利用して鍵発注を行います。
地デジIP再送信用Marlin鍵提供スキームに関する問い合わせ先はどこですか？,（株）NTTぷらら「地デジIP再送信用Marlin鍵担当」までお問い合わせください。
縄文海進とは何ですか？,縄文海進は、地球温暖化の話題で比較対象とされる、過去に起きた海面の上昇現象です。
この記事で「気象むらの方言」というカテゴリーから「バベルの塔の職人長屋」へカテゴリーを変更した理由は何ですか？,古気候よりも広い古環境の話題であること、古環境の専門家が使う意味の多様性を説明する必要があるためです。
海進・海退という表現は、どのような意味づけができますか？,海進・海退という表現には、複数の意味づけが可能です。（詳細は本文を参照）
縄文海進の原因について、専門家による説明はどこで確認できますか？,日本第四紀学会のウェブサイトの「Q&A」の中の「縄文海進の原因について」というページで確認できます。
なぜ縄文海進についての専門家の説明を、問題を分解して説明する必要があるのですか？,問題点を分解して説明しないと、縄文海進について分かりにくい可能性があるからです。
海進の状態にある時期と海進が進行している時期の違いは何ですか？,海進の状態にある時期は海の領域が広い状態を指し、海進が進行している時期は海の領域が広がるという動きのある時期を指します。
約7千年前の日本列島における海進の状態は、全地球平均の海水面と比較してどのような状況でしたか？,約7千年前の日本列島では海進の状態にありましたが、当時の全地球平均の海水面は現在よりもやや低かったと考えられています。
なぜ、7千年前の日本列島は海進の状態にあったと言えるのですか？,7千年前の日本列島は、多くの地域で現在と比べて(1)地図のような水平分布で海陸分布を見たときに、海の領域が広がるか狭まるか、(2)各地でローカルに陸に対して海水面が上がるかの意味で「海進」の状態にあったためです。
「海進が進行した時期」とは、どの時期を指しますか？,約2万年前から現在までの時期全体を、海水面が上がり続けているという意味で「海進が進行した時期」と言うことができます。
陸のほうが動くと考えた場合、海水面が変化することをどのように表現しますか？,陸のほうが動くと考えた場合、海水面が変化することは「沈降・隆起」と表現されます。
全地球平均の海水面変動は、何に対応すると考えられますか？,海水の総体積の変動に対応すると考えられます。
数十万年程度の時間スケールにおいて、海水面変動に影響を与える海水の体積変化の要因は何ですか？,海水の温度と塩分の変化による密度の変化と、海水の質量の変化が要因です。
海水の温度が上昇すると、海水面はどのように変化しますか？,温度が高いほど海水の体積が大きくなるため、海水面を上げることになります。
数十万年程度の時間スケールでは、地球表層のH2Oの総質量はどのようにみなすことができますか？,地球表層のH2Oの総質量は一定とみなすことができます。
陸上の氷河（大陸氷床と山岳氷河を含む）が多いとき、海水面はどのように変化しますか？,雪氷が多いとき、その分だけ海水が少なくなるため、海水面は低くなります。
氷河性アイソスタシーとは何ですか？,氷河性アイソスタシーとは、雪氷の重みによって地殻が変形し上下動する現象のことです。
ハイドロアイソスタシーとは何ですか？,ハイドロアイソスタシーとは、海水の重みによって地殻が変形し上下動する現象のことです。
スカンジナビアで現在も隆起が続いているのはなぜですか？,約1万年前まで氷床に覆われていた影響で、氷床の重みがなくなり、地殻が回復しているためです。
地盤沈下は、地殻変動と区別してどのような意味を持ちますか？,地盤沈下は、地層の圧密によって地面が下がることを指し、人間による地下水のくみ上げが原因で進行することがあります。
アイソスタシーという用語は、元来の意味からどのように意味が拡張されていますか？,アイソスタシーは本来、重みにつりあって安定した状態を指しますが、現在ではその状態に向かう変化も含む意味で使われています。
地衡流の関係とは何ですか？,海水面の高さと流れが、数日以上の時間スケールでほぼ釣り合っている状態を指し、大気の場合の地衡風と同様の現象です。
北半球で上から見て時計回りの循環が強まると、海水面にどのような影響がありますか？,循環の中央付近の水面が高くなり、周辺の水面が低くなります。
河川による土砂の侵食・運搬・堆積は、海岸線にどのような影響を与えますか？,河口付近では陸の領域が広がり、海退となります。
海水の運動による土砂の侵食・運搬・堆積は、海岸線にどのような影響を与えますか？,特に侵食が活発な場所では、海の領域が広がり、海進となります。
縄文海進において、ハイドロアイソスタシーはどのように影響しましたか？,氷床から遠い日本付近では、海底があまり上昇しないにも関わらず海水の量が増えたため、海面が上昇しました。
縄文海進の時期はどのような気候だったと言われていますか？,気候が温暖な時期だったと言われています。ただし、場所によって一様ではありません。
約1万年前、北半球の夏の日射量は現在と比べてどうでしたか？,現在よりも多かったとされています。
地球全体で見て、縄文海進の時期の平均気温は現在と比べてどうだったと考えられますか？,やや温暖だったと考えられます。ただし、二酸化炭素濃度倍増の結果として予想される規模よりは小さいと推定されています。
北半球の夏の日射量が多かったことが、年間を通じた平均気温を上げる要因になりうる理由は何ですか？,雪氷を含む気候システムが夏の日射量に敏感であるためです。
地球の公転と自転の関係は、地球に達する太陽放射エネルギーにどのような影響を与えますか？,緯度別・季節別の太陽放射エネルギーの変化に影響を与えます。
北半球の夏の日射量が多かったことは、地球全体の平均気温にどのような影響を与えたと考えられますか？,北半球の特徴が薄められながらも効いて、地球全体ではやや温暖だったと考えられます。
夏の太陽光量のピークよりも気温のピークが数千年遅れたのはなぜですか？,1万年前にはまだ氷床が残っており、地球全体の太陽光反射率（アルベド）がやや高かったためです。
日本で約7千年前に温暖だった要因として、日本第四紀学会のウェブ記事は何を挙げていますか？,黒潮の流路の変化を挙げています。
海流の変化は、気温にどのような影響を与えますか？,海流が熱を運ぶことで下流の海面水温が上昇し、それが大気にエネルギーを与えるため気温が上昇します。
縄文海進期は、日本列島スケール、北半球スケールでそれぞれ何と言えますか？,日本列島スケールでは海進期かつ温暖期、北半球スケールでは温暖期と言えます。
縄文海進期の日本の知見を将来予測に単純に利用できないのはなぜですか？,縄文海進期は北半球あるいは全地球スケールの海進期ではないため、単純に温度と海水位を関係づけて予測することはできません。
「ウルム氷期」とは何ですか？,「ウルム氷期」は「ヴュルム(Würm)氷期」のことで、1950-70年代に書かれた日本語の本でよく見られた用語です。
Würmとは何ですか？,Würmは、ドイツのドナウ川流域を流れる川の名前であり、過去の氷期を区分する指標として用いられていました。
なぜWürmが氷期の標識地として使われなくなったのですか？,河川地形では氷期・間氷期を通じた時間的に連続な変遷を示せず、南ドイツの地形発達に関する解釈が変わったため、Würmは標識地には適さないと判断されたためです。
Würmとウルム(Ulm)の違いは何ですか？,Würmは川の名前であり、氷期の区分名として使われていた地名に由来します。ウルム(Ulm)はドイツの都市の名前です。
"Günz, Mindel, Riss, Würmは何ですか？","Günz, Mindel, Riss, Würmは、19世紀に認識された過去の氷期を区分する4つの時期の名前です。"
アメリカのWisconsinが今も時代名に使われることがある理由は何ですか？,大陸氷床の末端にあたるところの広域の地名なので代表性が疑われることがないためだと考えられます。
Würm川は最終的にどの川に合流しますか？,Würm川はAmper川に合流し、その後Isar川、そしてDonau川へと合流していきます。
小林・阪口(1981)の本には何が記述されていると考えられますか？,19世紀に、過去に氷期というものがあったことが認識された過程についての具体的な記述がされていると考えられます。
Würm氷期を「ウルム氷期」と呼ぶことの問題点は何ですか？,Ulmという都市にちなんだと思われやすいという点が問題です。
「最終氷期」という言葉を使う際に注意すべき点は何ですか？,"英語の""last glacial period""とは異なり、今後氷期が来ないという意味合いを含んでいないことを理解する必要があります。"
現在、氷期・間氷期サイクルの時代名はどのように呼ばれることが多いですか？,番号で呼ばれることが多いです。
"""ヴュルム氷期""という用語が推奨される理由は何ですか？","""ウルム氷期""と発音した場合に、Ulmという都市との関連を想起させやすいという誤解を避けるためです。"
"「最終氷期」と英語の""the last glacial period""の意味合いの違いは何ですか？","日本語の「最終」は、英語の""last""よりも今後氷期が来ないという誤解を生じやすいです。"
学術用語として、過去に「Würm氷期」と呼ばれた時代は、現在どのような用語で呼ばれることがありますか？,現在では「最終氷期」と呼ばれることもあります。
MISとは何の略ですか？,MISは、marine isotope stageの略で、日本語では「酸素同位体ステージ」と呼ばれます。
酸素同位体比のグラフにおいて、極大期と極小期は何を意味しますか？,極大期は氷床が拡大した時期（氷期）を、極小期は氷床が縮小した時期（間氷期）を意味します。
現在の間氷期は、なぜ「後氷期」とも呼ばれるのですか？,現在の間氷期の後には、まだ氷期が知られていないため、「後氷期」とも呼ばれます。
最終氷期は、どのMISに相当しますか？,「MIS4+3+2」を合わせたものが「最終氷期」に相当します。
MISの細分はどのように表現されますか？,"MISの細分は、数字で「5,1」のように示されたり、アルファベット小文字を添えた「5a」のような形で表現されます。"
MIS5eは何を意味しますか？,MIS5eは、ひとつ前の間氷期のうちで最も間氷期らしい時期を指します。
なぜ公的部門の研究事業では解決が難しい問題が生じやすいのですか？,公的部門であることと研究事業であることが複合的に組み合わさることで、特有の難しさが生じます。
筆者が独立行政法人について語る際の信頼度レベルは何と述べていますか？,筆者は自身の議論の信頼度レベルを「ソース(source)おれ(俺)」と表現しています。
筆者が議論を組み立て直した情報源は何ですか？,独立行政法人内で、組織のしくみに詳しいと思われる人々が個人的に話していたことの記憶を元に、筆者なりに再構築した議論です。
テキスト内で挙げられている論点には、どのような特徴が混ざっていますか？,公共部門一般の特徴、研究事業一般の特徴、現代日本の公共部門に限った特徴が混在していると述べられています。
公的部門の仕事において、営利企業の経営の理屈がそのままでは成り立たないのはなぜですか？,テキストには、公的部門の仕事には営利企業の経営の理屈がそのままでは成り立たないことがある、と述べられています。
筆者が独立行政法人に関して述べたい2つの件は何ですか？,1つは特別扱いしてもらわないと困る件、もう1つは国のしくみを根本的に変えるべきだが当面は現場が国のしくみに適応するのを許してほしい件です。
費用と効果の比率が定量的に出ない場合、どのような問題が起こりがちですか？,費用に無頓着になるか、逆に費用ばかりを気にすることになりがちです。
現代日本の世論で増幅されやすい主張とは何ですか？,「税金は安いほうがよい。公務員は少ないほうがよい。公務員の給料は安いほうがよい」という主張が増幅されやすい傾向があります。
公務員の待遇を悪くすると、どのようなデメリットが考えられますか？,民間で求められる能力のある人から抜けていき、税金の節約を上まわるサービス低下になる可能性が高いです。
公共部門の予算は、どのように分類されますか？,公共部門の予算は、義務的経費と裁量可能経費に分けられます。
義務的経費とは具体的にどのようなものですか？,国民に対して長期の約束をした社会保障や義務教育などが義務的経費です。
研究予算は、義務的経費と裁量可能経費のどちらに分類されますか？,研究の予算は基本的に裁量可能経費です。
学術研究予算において、研究内容の決定権は誰にありますか？,研究内容の決定は行政の裁量に委ねられています。
中央官僚が事業計画を適切に決定できない理由は何ですか？,異動が激しく、専門知識を習得する時間がないため、不十分な理解で決定してしまうことがあります。
研究における「定型サービス」と「研究」の違いは何ですか？,定型サービスは慣れれば効率化できますが、研究はそうではありません。
科学技術行政における「人材育成」は、どのような人材を育成することを重視していますか？,将来頂点に立つ少数の人を育てることを重視する傾向があります。
研究事業の時限が実質的に連続した学問の進展を人工的に切り取っている場合、どのような問題が生じますか？,事業計画の中に設備設計が含まれる場合、初年度に設備を揃えるという理屈が当てはまらない場合があります。
研究事業の切れ目ごとに研究者が発生したり消滅したりしないのはなぜですか？,現実に研究をするのは人間であり、研究者のキャリアは事業の区切りで単純に終わるものではないからです。
日本の入国管理行政が外国人の科学技術労働者にとって魅力的になりにくい理由は何ですか？,日本の入国管理行政が期限つき雇用ではなかなか永住権を出さないため、外国人の科学技術労働者にとって日本の職場は魅力的になりにくいです。
科学技術行政は労働行政からどのような指摘を受け止めるべきですか？,科学技術行政は、労働行政からの指摘をまともに受けとめて、雇用の持続性を高めることを考えるべきです。
研究者にとって、無期限雇用よりも期限の更新の方が雇用の持続性が高まるのはなぜですか？,毎年1割の整理解雇の心配をしながらの無期限雇用よりは、5年に一度更新確率5割の関門がある期限つき雇用のほうが、落ち着いて仕事ができるからです。
研究事業における企業への委託において、目標設定や評価で難しいことは何ですか？,目標設定も、達成されたものの評価も、形式的にはできても実質的な中身に立ち入ってすることはむずかしいです。
研究事業において、予定した成果が出ないことは、常に失敗または能力不足と言えますか？,研究事業では、予定しない成果が出ることもあり、予定した成果が出ないのは失敗とは言えるが必ずしも過失でも能力不足でもありません。
現代日本の独立行政法人は、どのような特徴を持っていますか？,現代日本の独立行政法人は、役所ではないが、民間会社の特徴がないという、世界的に見て変な制度です。
独立行政法人が法律上の意味で「子会社」ではない理由はなぜですか？,親会社から資本金が出ていないため、日本の法律上の意味で「子会社」ではありません。独立行政法人には資本金そのものがありません。
独立行政法人において、実質的な権力を持つのはどのような人ですか？,親会社の長期的意志ではなく、今の親会社の担当者の意向に合わせることができる人が、子会社内で実質権力を持ちます。
独立行政法人に対する世論の主な批判は何ですか？,退役官僚の「天下り」に対する非難が、独立行政法人に対する世論の主な批判です。
研究機関に関する限り、天下りへの非難は常に妥当ですか？,研究機関に関する限り、天下りが無駄遣いの元という非難は必ずしも妥当ではありません。退役官僚であっても専門家として招かれた場合もあります。
独立行政法人にとって、親会社から来るものは資本金ですか、運転資金ですか？,独立行政法人にとって、親会社から来るのは資本金ではなく毎年の運転資金です。
独立行政法人のバッファーは、どのような目的でくりこされることが多いですか？,予算執行の詳細が決まらない年度初めに末端で事業を継続するためのバッファーの分としてくりこされることが多いです。
官僚的能力が高い退役官僚が出向する場合、どのような意義がありますか？,現役出向組よりも広い範囲の行政ビジョンを提供でき、親会社(特定の役所)との一方的な力関係を少し対等に近づけることができます。
退役官僚の出向にはどのような批判がありますか？,長期的な存在である親会社(特定の役所)への従属意識を強めるという批判があり、天下り批判があてはまる面もあります。
研究事業をする独立行政法人において、管理部門の主導権を握るのは誰ですか？,研究事業をする独立行政法人では、親会社(本省)から出向してきた人が管理部門の主導権を握ることが多いです。
独立行政法人に出向してくる企業からの出向者が、まとまった勢力にならない理由は何ですか？,特定企業に依存しないような人事が行われるため、まとまった勢力になっていないと考えられます。
独立行政法人に出向してくる人々の文化は、どのような傾向がありますか？,順法第一であり、成果を出すことよりも不正を防ぐことを優先する傾向があります。
なぜ特定の官庁からばかり退役官僚が来るのは良くないと考えられていますか？,テキストからは、特定の官庁からばかり退役官僚が来る理由自体は明示されていませんが、筆者はそうした状況を良くないと考えています。
労働契約法において、5年後に雇用無期限化の権利を持つ労働者の給料を払う財源がないリスクを抱えることのデメリットは何ですか？,いい人が応募しない、あるいは4年で追い出さないといけない制度を作ることで、それまでの5年間の研究業績が低くなることです。
営利企業が人材確保において優先することは何ですか？,利益をあげることに貢献する人を確保することを優先します。
法人がidentityにかかわる仕事について死守すると言う場合、それはどのような事業ですか？,法人がなくならない限り死守すると言うのは、多くの場合、独立行政法人になる前から続いている事業です。
テキスト中で「譜代部門」とはどのような事業を指しますか？,「譜代部門」とは、独立行政法人になる前から続いている事業を指します。
テキスト中で「外様部門」とはどのような事業を指しますか？,「外様部門」とは、親会社の意向で存在し、親会社の意向が変われば消滅する事業です。
法人の管理者にとって、外様部門における優先順位は何ですか？,第一に順法、第二に親会社の現在の担当者の意向にさからわないことです。
譜代部門の期限つき職員を無期限化することについて、法人の経営者はどのように考える可能性がありますか？,法人の経営者は、譜代部門の期限つき職員については無期限化してよいと考えるかもしれません。
成果の判定が親会社しだいになり、「世論」に依存するとは、どのような状況を指しますか？,組織の成果が、客観的な基準ではなく、親会社の意向や社会的な評判によって左右される状況を指します。
外様部門が切り捨てられやすい理由は何ですか？,政府の意向が変わった際に、組織が譜代部門を優先して生き残らせようとするため、外様部門が犠牲になりやすいです。
半自然発生的組織の原理とはどのようなものですか？,外様部門に雇われた立場から見ると理不尽に感じる差別も、組織が生き残るためには合理的であるという考え方です。
科学技術基本計画や法人の中期計画は何年計画ですか？,科学技術基本計画や法人の中期計画は5か年計画です。
中期計画において変わり映えが求められるのはなぜですか？,親会社によって毎回変わり映えを求められ、scarp and buildしないと法人として成績が悪いと見られるためです。
科学技術政策において、同じものが続くと成績が悪い扱いをされるのはなぜですか？,世論や予算編成時の競争によって変わり映えが求められるため、同じものが続くと成績が悪い扱いをされます。
新事業が年度の後半に開始された結果、労働者にどのような事態が生じる可能性がありましたか？,労働者が数か月失業する事態が生じる可能性がありました。
役所の新事業は、たてまえとしてどのような方法で企画されるのが良いとされていますか？,トップダウンに企画されるのが良いとされています。
現実にはトップダウンによる企画が少ない理由は何ですか？,役人の人数が少なすぎ、専門を学ぶ間もなく異動するため、企画を書けないことが理由の一つです。
予算はどのような要求に基づいてつけられることが多いですか？,末端からの要求を選考して要求してきたところにつけられることが多いようです。
独立行政法人に新事業の構想を任せたい場合、役所はどのようにしますか？,役所は役人を独立行政法人に出向させ、法人から計画提案を出させます。
公募による新事業の場合、最終的に提案内容を決定するのは誰ですか？,応募側の提案書が実質内容を決定しますが、事前に役所の意向を聞いた法人が有利になります。
コネなしの公募で政策を進めるために、役所本体に必要なことは何ですか？,役所本体に、ねらいを正確に表現する仕様書を作れるだけの人間時間が必要です。
政府が新しい事業を始める際に、既存法人に業務を追加せざるを得ない理由は何ですか？,世論には「政府の下に新法人をつくることは悪だ」という考えがあるためです。
民間企業請け負い型で事業を行う場合、役所側に必要なことは何ですか？,公益と不確実性を考慮できる目標設定者が必要です。
2012年の労働契約法改正における主要な変更点は何ですか？,期限つき雇用で同じ法人に5年を超える期間雇われている労働者に、無期限雇用への転換を求める権利が生じることです。
労働契約法の改正の趣旨とは逆に働く可能性として指摘されていることは何ですか？,使用者側が、無期限雇用への転換を避けるために雇用契約を短期間で終了させる可能性があることが指摘されています。
労働契約法改正後、使用者側が雇用契約を「4年まで、それ以上の更新は絶対にない」という形にしたいと考えるのはなぜですか？,労働者を無期限に雇い続けられるだけの財源の見通しがない使用者の立場では、無期限化の権利が生じるのを予防するためです。
「公的法人」とは、ここではどのような組織を指しますか？,ここでは、独立行政法人、国立大学法人、学校法人、公益法人などを指す仮の用語として「公的法人」を使用しています。
研究的業務における資金提供は、どのような形態がありますか？,業務委託の場合と補助金の場合があり、事業担当者が競争的に選抜される場合と政策的に決められる場合があります。
労働契約法18条で求められている無期限雇用は、必ずしも「正社員」を意味しないのはなぜですか？,「正社員」の雇用契約では職務の変更を使用者側の判断に従うことが想定されることが多いのに対し、期限つき雇用の無期限化ではそれが想定されていないことが多いからです。
研究的業務における雇用問題は、資金提供が業務委託と補助金のどちらの場合に共通して起こりやすいですか？,テキストによると、雇用に関する問題は、業務委託の場合と補助金の場合の両方において共通して起こると考えられます。
従来の雇用慣行における「正社員」と、労働契約法18条で求められる無期限雇用との違いは何ですか？,「正社員」は職務の変更（配置転換）を使用者側の判断に従うことが想定されることが多いのに対し、無期限雇用では必ずしもそうとは限りません。
研究的業務が「脱法行為」として非難されるだけでは問題解決につながらないのはなぜですか？,この問題は民間企業でも起こりうることであり、国の予算で行われる研究的業務の場合には避けがたいため、根本的な解決策が必要だからです。
整理解雇ルールが必要となる背景は何ですか？,使用者の法人が経営危機に至っていなくても、職務がなくなったら解雇ができるようなルールが必要になるためです。
解雇の条件設定において考慮すべき点は何ですか？,解雇の条件を厳しくすると予防的に雇用期間の短期化が起こり、緩くすると労働者の権利が損なわれる可能性があるため、バランスを考慮する必要があります。
継続雇用年数はいつから数えるべきですか？,新法施行後から数えればよいため、実際に労働者が権利を要求するのは5年後になる見込みです。
公的法人が整理解雇ルール対策を急ぐ理由は何ですか？,5年後に使用者の義務が生じても、それを果たせない事態を予防したいという動機が強く働くため、今から対策が必要です。
